file_name,label
test_images/1466.jpg,Border terrier
test_images/5092.jpg,basenji
test_images/1618.jpg,"Samoyed, Samoyede"
test_images/1039.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/5196.jpg,groenendael
test_images/3106.jpg,"Norwegian elkhound, elkhound"
test_images/4615.jpg,Tibetan mastiff
test_images/5542.jpg,"bucket, pail"
test_images/3847.jpg,ski mask
test_images/566.jpg,Norwich terrier
test_images/1088.jpg,"basset, basset hound"
test_images/4672.jpg,"wallaby, brush kangaroo"
test_images/5043.jpg,German short-haired pointer
test_images/4263.jpg,Siberian husky
test_images/588.jpg,"Pembroke, Pembroke Welsh corgi"
test_images/4150.jpg,"Pekinese, Pekingese, Peke"
test_images/2552.jpg,Irish terrier
test_images/4925.jpg,toy terrier
test_images/1406.jpg,Blenheim spaniel
test_images/4112.jpg,Mexican hairless
test_images/2612.jpg,Border terrier
test_images/2735.jpg,Bedlington terrier
test_images/3271.jpg,English setter
test_images/1519.jpg,"Samoyed, Samoyede"
test_images/5200.jpg,whippet
test_images/3225.jpg,"Shetland sheepdog, Shetland sheep dog, Shetland"
test_images/5315.jpg,collie
test_images/375.jpg,"Maltese dog, Maltese terrier, Maltese"
test_images/2163.jpg,Bernese mountain dog
test_images/4324.jpg,"silky terrier, Sydney silky"
test_images/5807.jpg,"Saint Bernard, St Bernard"
test_images/4727.jpg,English foxhound
test_images/3031.jpg,keeshond
test_images/3742.jpg,Siberian husky
test_images/2161.jpg,Bernese mountain dog
test_images/4994.jpg,black-and-tan coonhound
test_images/1526.jpg,swing
test_images/1955.jpg,"Eskimo dog, husky"
test_images/4122.jpg,miniature pinscher
test_images/1939.jpg,toy poodle
test_images/2393.jpg,"Dandie Dinmont, Dandie Dinmont terrier"
test_images/4060.jpg,"vizsla, Hungarian pointer"
test_images/3133.jpg,schipperke
test_images/3282.jpg,bubble
test_images/5929.jpg,"otterhound, otter hound"
test_images/1069.jpg,kelpie
test_images/4530.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/5597.jpg,Bedlington terrier
test_images/3272.jpg,"vizsla, Hungarian pointer"
test_images/1283.jpg,standard poodle
test_images/5603.jpg,llama
test_images/4082.jpg,kuvasz
test_images/4300.jpg,Italian greyhound
test_images/5692.jpg,Mexican hairless
test_images/4135.jpg,"basset, basset hound"
test_images/3164.jpg,"malamute, malemute, Alaskan malamute"
test_images/399.jpg,swing
test_images/4310.jpg,"Scottish deerhound, deerhound"
test_images/281.jpg,"Scottish deerhound, deerhound"
test_images/3009.jpg,Bedlington terrier
test_images/3762.jpg,komondor
test_images/2060.jpg,"Maltese dog, Maltese terrier, Maltese"
test_images/402.jpg,"Old English sheepdog, bobtail"
test_images/2136.jpg,beagle
test_images/1108.jpg,turnstile
test_images/3256.jpg,"Samoyed, Samoyede"
test_images/574.jpg,"lab coat, laboratory coat"
test_images/4116.jpg,"Scottish deerhound, deerhound"
test_images/2222.jpg,"Scottish deerhound, deerhound"
test_images/2400.jpg,"cocker spaniel, English cocker spaniel, cocker"
test_images/5941.jpg,miniature pinscher
test_images/5749.jpg,Irish wolfhound
test_images/3928.jpg,beagle
test_images/5217.jpg,Irish wolfhound
test_images/2032.jpg,Brabancon griffon
test_images/2091.jpg,"teddy, teddy bear"
test_images/5855.jpg,Irish wolfhound
test_images/4719.jpg,Italian greyhound
test_images/4487.jpg,whippet
test_images/3085.jpg,Siberian husky
test_images/4586.jpg,German short-haired pointer
test_images/3443.jpg,keeshond
test_images/115.jpg,Norwich terrier
test_images/1856.jpg,curly-coated retriever
test_images/106.jpg,Lakeland terrier
test_images/2444.jpg,malinois
test_images/325.jpg,"Norwegian elkhound, elkhound"
test_images/4590.jpg,"English springer, English springer spaniel"
test_images/2260.jpg,West Highland white terrier
test_images/3686.jpg,"borzoi, Russian wolfhound"
test_images/3937.jpg,bull mastiff
test_images/4783.jpg,"Walker hound, Walker foxhound"
test_images/3185.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/4364.jpg,"otterhound, otter hound"
test_images/4656.jpg,Labrador retriever
test_images/1080.jpg,Labrador retriever
test_images/1208.jpg,"Sealyham terrier, Sealyham"
test_images/2343.jpg,otter
test_images/5463.jpg,"Pekinese, Pekingese, Peke"
test_images/2953.jpg,standard schnauzer
test_images/1704.jpg,Chesapeake Bay retriever
test_images/5466.jpg,Siberian husky
test_images/4039.jpg,Chesapeake Bay retriever
test_images/5068.jpg,knot
test_images/1273.jpg,"chow, chow chow"
test_images/2545.jpg,giant schnauzer
test_images/561.jpg,Irish wolfhound
test_images/5257.jpg,"silky terrier, Sydney silky"
test_images/2955.jpg,English setter
test_images/1447.jpg,Shih-Tzu
test_images/4638.jpg,"wild boar, boar, Sus scrofa"
test_images/4661.jpg,redbone
test_images/1168.jpg,Great Dane
test_images/1404.jpg,bluetick
test_images/1431.jpg,"Scotch terrier, Scottish terrier, Scottie"
test_images/3439.jpg,"Scottish deerhound, deerhound"
test_images/410.jpg,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"
test_images/2232.jpg,toy terrier
test_images/1350.jpg,Great Pyrenees
test_images/3134.jpg,weasel
test_images/1221.jpg,"cairn, cairn terrier"
test_images/4883.jpg,hare
test_images/5479.jpg,black-and-tan coonhound
test_images/403.jpg,Labrador retriever
test_images/4328.jpg,Pomeranian
test_images/3196.jpg,whippet
test_images/3367.jpg,boxer
test_images/1065.jpg,"dingo, warrigal, warragal, Canis dingo"
test_images/4058.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/162.jpg,"Lhasa, Lhasa apso"
test_images/1660.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/120.jpg,Japanese spaniel
test_images/506.jpg,curly-coated retriever
test_images/4542.jpg,"indri, indris, Indri indri, Indri brevicaudatus"
test_images/3810.jpg,toy terrier
test_images/4875.jpg,Labrador retriever
test_images/2113.jpg,Kerry blue terrier
test_images/2063.jpg,basenji
test_images/304.jpg,Great Dane
test_images/4622.jpg,"Scottish deerhound, deerhound"
test_images/497.jpg,Shih-Tzu
test_images/5835.jpg,"Cardigan, Cardigan Welsh corgi"
test_images/2369.jpg,"Samoyed, Samoyede"
test_images/3708.jpg,Bedlington terrier
test_images/2802.jpg,Italian greyhound
test_images/3345.jpg,malinois
test_images/5060.jpg,beagle
test_images/3379.jpg,Great Pyrenees
test_images/3865.jpg,flat-coated retriever
test_images/1073.jpg,Norwich terrier
test_images/5815.jpg,wig
test_images/4786.jpg,Labrador retriever
test_images/4266.jpg,Rhodesian ridgeback
test_images/3160.jpg,standard poodle
test_images/256.jpg,Irish wolfhound
test_images/2081.jpg,"pug, pug-dog"
test_images/3542.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/5632.jpg,"Irish setter, red setter"
test_images/5680.jpg,Rhodesian ridgeback
test_images/185.jpg,flat-coated retriever
test_images/5896.jpg,komondor
test_images/3593.jpg,"Eskimo dog, husky"
test_images/3550.jpg,groenendael
test_images/2717.jpg,Shih-Tzu
test_images/4327.jpg,Siberian husky
test_images/283.jpg,"Samoyed, Samoyede"
test_images/5805.jpg,"Cardigan, Cardigan Welsh corgi"
test_images/5189.jpg,briard
test_images/5535.jpg,Great Pyrenees
test_images/3063.jpg,"Newfoundland, Newfoundland dog"
test_images/4573.jpg,"Walker hound, Walker foxhound"
test_images/2796.jpg,"silky terrier, Sydney silky"
test_images/5547.jpg,"Walker hound, Walker foxhound"
test_images/2850.jpg,West Highland white terrier
test_images/3960.jpg,"Tibetan terrier, chrysanthemum dog"
test_images/4880.jpg,Siberian husky
test_images/5519.jpg,Chihuahua
test_images/1886.jpg,Siberian husky
test_images/501.jpg,papillon
test_images/4564.jpg,miniature schnauzer
test_images/5040.jpg,boxer
test_images/1119.jpg,redbone
test_images/5214.jpg,"Dandie Dinmont, Dandie Dinmont terrier"
test_images/512.jpg,"German shepherd, German shepherd dog, German police dog, alsatian"
test_images/5969.jpg,"English springer, English springer spaniel"
test_images/2867.jpg,"Staffordshire bullterrier, Staffordshire bull terrier"
test_images/2558.jpg,Sussex spaniel
test_images/5539.jpg,toy poodle
test_images/368.jpg,Lakeland terrier
test_images/1580.jpg,"Tibetan terrier, chrysanthemum dog"
test_images/590.jpg,"Scottish deerhound, deerhound"
test_images/2040.jpg,"Samoyed, Samoyede"
test_images/1667.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/2868.jpg,"Scottish deerhound, deerhound"
test_images/3050.jpg,"Maltese dog, Maltese terrier, Maltese"
test_images/2226.jpg,"Pembroke, Pembroke Welsh corgi"
test_images/4721.jpg,"English springer, English springer spaniel"
test_images/4794.jpg,keeshond
test_images/5756.jpg,"cocker spaniel, English cocker spaniel, cocker"
test_images/1484.jpg,Siberian husky
test_images/4688.jpg,basenji
test_images/1310.jpg,Great Pyrenees
test_images/2266.jpg,Greater Swiss Mountain dog
test_images/3618.jpg,Siberian husky
test_images/5202.jpg,"borzoi, Russian wolfhound"
test_images/3086.jpg,"Pembroke, Pembroke Welsh corgi"
test_images/4572.jpg,Labrador retriever
test_images/447.jpg,"Scotch terrier, Scottish terrier, Scottie"
test_images/5521.jpg,Norwich terrier
test_images/1391.jpg,"cocker spaniel, English cocker spaniel, cocker"
test_images/5124.jpg,Shih-Tzu
test_images/3316.jpg,Irish water spaniel
test_images/5817.jpg,langur
test_images/1541.jpg,Tibetan mastiff
test_images/1153.jpg,Shih-Tzu
test_images/4009.jpg,soccer ball
test_images/5813.jpg,groenendael
test_images/264.jpg,standard schnauzer
test_images/4311.jpg,Sussex spaniel
test_images/1112.jpg,"English springer, English springer spaniel"
test_images/2512.jpg,Shih-Tzu
test_images/5875.jpg,vault
test_images/4894.jpg,briard
test_images/2828.jpg,"Dandie Dinmont, Dandie Dinmont terrier"
test_images/1353.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/1131.jpg,basenji
test_images/1907.jpg,Leonberg
test_images/1116.jpg,"Saint Bernard, St Bernard"
test_images/2149.jpg,schipperke
test_images/554.jpg,tiger cat
test_images/5304.jpg,German short-haired pointer
test_images/3102.jpg,macaque
test_images/1556.jpg,Great Pyrenees
test_images/5176.jpg,"malamute, malemute, Alaskan malamute"
test_images/3150.jpg,"Newfoundland, Newfoundland dog"
test_images/1262.jpg,"clumber, clumber spaniel"
test_images/1220.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/2730.jpg,Pomeranian
test_images/1889.jpg,"Maltese dog, Maltese terrier, Maltese"
test_images/5340.jpg,Bernese mountain dog
test_images/2607.jpg,swing
test_images/3166.jpg,"Samoyed, Samoyede"
test_images/2759.jpg,schipperke
test_images/1764.jpg,"wallaby, brush kangaroo"
test_images/258.jpg,bull mastiff
test_images/3791.jpg,Norfolk terrier
test_images/1271.jpg,Irish water spaniel
test_images/2846.jpg,"Sealyham terrier, Sealyham"
test_images/2791.jpg,Pomeranian
test_images/205.jpg,"Doberman, Doberman pinscher"
test_images/3071.jpg,"Newfoundland, Newfoundland dog"
test_images/5465.jpg,chainlink fence
test_images/1812.jpg,Great Pyrenees
test_images/275.jpg,malinois
test_images/2274.jpg,kelpie
test_images/543.jpg,"Maltese dog, Maltese terrier, Maltese"
test_images/3951.jpg,Weimaraner
test_images/484.jpg,black-and-tan coonhound
test_images/2006.jpg,miniature pinscher
test_images/2750.jpg,"basset, basset hound"
test_images/2611.jpg,"Old English sheepdog, bobtail"
test_images/5084.jpg,Gordon setter
test_images/3053.jpg,schipperke
test_images/2025.jpg,curly-coated retriever
test_images/285.jpg,"pug, pug-dog"
test_images/3314.jpg,Border collie
test_images/1383.jpg,Great Pyrenees
test_images/2751.jpg,Siberian husky
test_images/153.jpg,"Maltese dog, Maltese terrier, Maltese"
test_images/5464.jpg,Labrador retriever
test_images/5793.jpg,"Ibizan hound, Ibizan Podenco"
test_images/5740.jpg,"Pekinese, Pekingese, Peke"
test_images/2263.jpg,Shih-Tzu
test_images/5830.jpg,"wallaby, brush kangaroo"
test_images/3816.jpg,keeshond
test_images/2720.jpg,"chow, chow chow"
test_images/261.jpg,curly-coated retriever
test_images/2843.jpg,papillon
test_images/5984.jpg,"Walker hound, Walker foxhound"
test_images/322.jpg,standard schnauzer
test_images/3586.jpg,Great Pyrenees
test_images/2849.jpg,Norwich terrier
test_images/5320.jpg,"Samoyed, Samoyede"
test_images/3189.jpg,Japanese spaniel
test_images/3203.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/2332.jpg,"Norwegian elkhound, elkhound"
test_images/1015.jpg,Labrador retriever
test_images/4294.jpg,"Shetland sheepdog, Shetland sheep dog, Shetland"
test_images/5673.jpg,bluetick
test_images/4817.jpg,Great Dane
test_images/5459.jpg,"vizsla, Hungarian pointer"
test_images/4434.jpg,Sussex spaniel
test_images/353.jpg,collie
test_images/1146.jpg,"Staffordshire bullterrier, Staffordshire bull terrier"
test_images/5116.jpg,"Doberman, Doberman pinscher"
test_images/2644.jpg,toy poodle
test_images/5622.jpg,miniature schnauzer
test_images/4391.jpg,English setter
test_images/4905.jpg,West Highland white terrier
test_images/1405.jpg,flat-coated retriever
test_images/2553.jpg,Pomeranian
test_images/461.jpg,"Walker hound, Walker foxhound"
test_images/3996.jpg,"Airedale, Airedale terrier"
test_images/323.jpg,Chihuahua
test_images/4001.jpg,Siberian husky
test_images/1132.jpg,"dingo, warrigal, warragal, Canis dingo"
test_images/4970.jpg,"Dandie Dinmont, Dandie Dinmont terrier"
test_images/5298.jpg,Norwich terrier
test_images/1732.jpg,Greater Swiss Mountain dog
test_images/5771.jpg,"Pembroke, Pembroke Welsh corgi"
test_images/4810.jpg,groenendael
test_images/2978.jpg,Weimaraner
test_images/5683.jpg,"seashore, coast, seacoast, sea-coast"
test_images/3932.jpg,Border collie
test_images/5670.jpg,"silky terrier, Sydney silky"
test_images/3012.jpg,toy poodle
test_images/5859.jpg,French bulldog
test_images/4873.jpg,groenendael
test_images/1565.jpg,Japanese spaniel
test_images/5585.jpg,football helmet
test_images/4553.jpg,"pug, pug-dog"
test_images/2634.jpg,Irish wolfhound
test_images/4653.jpg,whippet
test_images/3953.jpg,"borzoi, Russian wolfhound"
test_images/2935.jpg,"Cardigan, Cardigan Welsh corgi"
test_images/4814.jpg,basenji
test_images/1371.jpg,"English springer, English springer spaniel"
test_images/2620.jpg,"English springer, English springer spaniel"
test_images/2818.jpg,"cocker spaniel, English cocker spaniel, cocker"
test_images/1734.jpg,beagle
test_images/4089.jpg,Bedlington terrier
test_images/5846.jpg,"Saluki, gazelle hound"
test_images/3440.jpg,Kerry blue terrier
test_images/2464.jpg,West Highland white terrier
test_images/3715.jpg,"Samoyed, Samoyede"
test_images/2583.jpg,"Boston bull, Boston terrier"
test_images/2439.jpg,"silky terrier, Sydney silky"
test_images/3351.jpg,groenendael
test_images/3896.jpg,French bulldog
test_images/1737.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/4532.jpg,Brittany spaniel
test_images/1422.jpg,Kerry blue terrier
test_images/5513.jpg,"bloodhound, sleuthhound"
test_images/1192.jpg,standard schnauzer
test_images/3078.jpg,Japanese spaniel
test_images/4529.jpg,"Afghan hound, Afghan"
test_images/4388.jpg,"borzoi, Russian wolfhound"
test_images/4394.jpg,Australian terrier
test_images/287.jpg,beagle
test_images/3878.jpg,"Scotch terrier, Scottish terrier, Scottie"
test_images/5079.jpg,"Staffordshire bullterrier, Staffordshire bull terrier"
test_images/5395.jpg,Leonberg
test_images/1562.jpg,Chihuahua
test_images/1429.jpg,Weimaraner
test_images/4801.jpg,Great Dane
test_images/1777.jpg,boxer
test_images/5362.jpg,bluetick
test_images/4618.jpg,Norfolk terrier
test_images/1806.jpg,"clumber, clumber spaniel"
test_images/1999.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/2239.jpg,kelpie
test_images/3820.jpg,bull mastiff
test_images/4587.jpg,"otterhound, otter hound"
test_images/188.jpg,Lakeland terrier
test_images/4197.jpg,"Afghan hound, Afghan"
test_images/5546.jpg,"wood rabbit, cottontail, cottontail rabbit"
test_images/429.jpg,"Saluki, gazelle hound"
test_images/4667.jpg,miniature schnauzer
test_images/3072.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/4896.jpg,boxer
test_images/1403.jpg,keeshond
test_images/2839.jpg,basenji
test_images/1206.jpg,"drum, membranophone, tympan"
test_images/2914.jpg,kuvasz
test_images/2145.jpg,badger
test_images/2518.jpg,Great Pyrenees
test_images/3399.jpg,Yorkshire terrier
test_images/3422.jpg,standard poodle
test_images/4215.jpg,"bloodhound, sleuthhound"
test_images/4134.jpg,"Tibetan terrier, chrysanthemum dog"
test_images/4505.jpg,"Samoyed, Samoyede"
test_images/180.jpg,Tibetan mastiff
test_images/3176.jpg,"Old English sheepdog, bobtail"
test_images/104.jpg,Chesapeake Bay retriever
test_images/5866.jpg,malinois
test_images/5727.jpg,whippet
test_images/2946.jpg,"Scotch terrier, Scottish terrier, Scottie"
test_images/2762.jpg,"Maltese dog, Maltese terrier, Maltese"
test_images/2515.jpg,Gordon setter
test_images/1896.jpg,Great Pyrenees
test_images/5444.jpg,Lakeland terrier
test_images/4772.jpg,French bulldog
test_images/1575.jpg,Italian greyhound
test_images/2947.jpg,"pug, pug-dog"
test_images/5532.jpg,Yorkshire terrier
test_images/2261.jpg,Lakeland terrier
test_images/4096.jpg,"chow, chow chow"
test_images/3527.jpg,Great Pyrenees
test_images/1171.jpg,"Scotch terrier, Scottish terrier, Scottie"
test_images/5982.jpg,beagle
test_images/5832.jpg,"Shetland sheepdog, Shetland sheep dog, Shetland"
test_images/2255.jpg,Australian terrier
test_images/236.jpg,"Tibetan terrier, chrysanthemum dog"
test_images/3599.jpg,"Boston bull, Boston terrier"
test_images/4793.jpg,West Highland white terrier
test_images/3277.jpg,Mexican hairless
test_images/5801.jpg,miniature schnauzer
test_images/1489.jpg,standard poodle
test_images/2887.jpg,beagle
test_images/1075.jpg,Irish terrier
test_images/572.jpg,"borzoi, Russian wolfhound"
test_images/4955.jpg,"Staffordshire bullterrier, Staffordshire bull terrier"
test_images/21.jpg,Australian terrier
test_images/2616.jpg,wire-haired fox terrier
test_images/4680.jpg,"cocker spaniel, English cocker spaniel, cocker"
test_images/5968.jpg,Mexican hairless
test_images/2075.jpg,"Afghan hound, Afghan"
test_images/2511.jpg,West Highland white terrier
test_images/1410.jpg,Norwich terrier
test_images/533.jpg,"Lhasa, Lhasa apso"
test_images/343.jpg,schipperke
test_images/3790.jpg,"Boston bull, Boston terrier"
test_images/245.jpg,"Saluki, gazelle hound"
test_images/573.jpg,"Sealyham terrier, Sealyham"
test_images/4347.jpg,boxer
test_images/4091.jpg,"pug, pug-dog"
test_images/5765.jpg,"Boston bull, Boston terrier"
test_images/2578.jpg,Great Dane
test_images/1486.jpg,"Eskimo dog, husky"
test_images/127.jpg,"Cardigan, Cardigan Welsh corgi"
test_images/350.jpg,"basset, basset hound"
test_images/3706.jpg,wire-haired fox terrier
test_images/1295.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/5053.jpg,"silky terrier, Sydney silky"
test_images/2073.jpg,standard schnauzer
test_images/2080.jpg,toy poodle
test_images/3245.jpg,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
test_images/4099.jpg,Border collie
test_images/2108.jpg,Weimaraner
test_images/5747.jpg,Bernese mountain dog
test_images/1443.jpg,"Tibetan terrier, chrysanthemum dog"
test_images/4890.jpg,redbone
test_images/5402.jpg,papillon
test_images/40.jpg,"Old English sheepdog, bobtail"
test_images/475.jpg,"Dandie Dinmont, Dandie Dinmont terrier"
test_images/3209.jpg,"American black bear, black bear, Ursus americanus, Euarctos americanus"
test_images/2198.jpg,"Afghan hound, Afghan"
test_images/3662.jpg,"Cardigan, Cardigan Welsh corgi"
test_images/5453.jpg,"basset, basset hound"
test_images/5775.jpg,"dhole, Cuon alpinus"
test_images/4832.jpg,electric guitar
test_images/3917.jpg,Japanese spaniel
test_images/38.jpg,"Lhasa, Lhasa apso"
test_images/294.jpg,"Samoyed, Samoyede"
test_images/5366.jpg,"Dandie Dinmont, Dandie Dinmont terrier"
test_images/4315.jpg,papillon
test_images/5741.jpg,"Arctic fox, white fox, Alopex lagopus"
test_images/2786.jpg,"silky terrier, Sydney silky"
test_images/1044.jpg,"Norwegian elkhound, elkhound"
test_images/5841.jpg,miniature schnauzer
test_images/4663.jpg,"Newfoundland, Newfoundland dog"
test_images/1825.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/1902.jpg,golden retriever
test_images/1477.jpg,briard
test_images/3293.jpg,Italian greyhound
test_images/50.jpg,toy poodle
test_images/3048.jpg,"otterhound, otter hound"
test_images/4732.jpg,"malamute, malemute, Alaskan malamute"
test_images/5064.jpg,Pomeranian
test_images/4868.jpg,"chow, chow chow"
test_images/4423.jpg,beagle
test_images/2054.jpg,moving van
test_images/227.jpg,"Saint Bernard, St Bernard"
test_images/2127.jpg,EntleBucher
test_images/3295.jpg,"affenpinscher, monkey pinscher, monkey dog"
test_images/1317.jpg,Bernese mountain dog
test_images/4670.jpg,Kerry blue terrier
test_images/3913.jpg,"Samoyed, Samoyede"
test_images/1668.jpg,"malamute, malemute, Alaskan malamute"
test_images/5262.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/1852.jpg,Sussex spaniel
test_images/189.jpg,"Norwegian elkhound, elkhound"
test_images/2107.jpg,"malamute, malemute, Alaskan malamute"
test_images/4295.jpg,Chesapeake Bay retriever
test_images/4081.jpg,standard schnauzer
test_images/4983.jpg,Irish wolfhound
test_images/3483.jpg,"Dandie Dinmont, Dandie Dinmont terrier"
test_images/2139.jpg,flat-coated retriever
test_images/3241.jpg,toy poodle
test_images/5776.jpg,wire-haired fox terrier
test_images/1608.jpg,toy poodle
test_images/4466.jpg,Weimaraner
test_images/3074.jpg,"chow, chow chow"
test_images/4282.jpg,"Afghan hound, Afghan"
test_images/4725.jpg,"Tibetan terrier, chrysanthemum dog"
test_images/2888.jpg,papillon
test_images/2523.jpg,West Highland white terrier
test_images/259.jpg,"Sealyham terrier, Sealyham"
test_images/2926.jpg,West Highland white terrier
test_images/5220.jpg,groenendael
test_images/2102.jpg,French bulldog
test_images/5346.jpg,komondor
test_images/1582.jpg,basenji
test_images/4389.jpg,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
test_images/3348.jpg,"Staffordshire bullterrier, Staffordshire bull terrier"
test_images/5960.jpg,"pug, pug-dog"
test_images/591.jpg,"polecat, fitch, foulmart, foumart, Mustela putorius"
test_images/5280.jpg,toy poodle
test_images/5895.jpg,boxer
test_images/5154.jpg,"Pembroke, Pembroke Welsh corgi"
test_images/381.jpg,French bulldog
test_images/5013.jpg,malinois
test_images/5497.jpg,wire-haired fox terrier
test_images/4915.jpg,Border collie
test_images/3222.jpg,"borzoi, Russian wolfhound"
test_images/5148.jpg,Labrador retriever
test_images/1360.jpg,Blenheim spaniel
test_images/397.jpg,EntleBucher
test_images/2919.jpg,Chihuahua
test_images/5810.jpg,Norwich terrier
test_images/2085.jpg,"Samoyed, Samoyede"
test_images/4471.jpg,Irish water spaniel
test_images/4900.jpg,"vizsla, Hungarian pointer"
test_images/5296.jpg,"American black bear, black bear, Ursus americanus, Euarctos americanus"
test_images/6002.jpg,"Pekinese, Pekingese, Peke"
test_images/4356.jpg,bow
test_images/333.jpg,"basset, basset hound"
test_images/2834.jpg,basenji
test_images/3073.jpg,groenendael
test_images/3402.jpg,"Walker hound, Walker foxhound"
test_images/1923.jpg,standard poodle
test_images/419.jpg,"English springer, English springer spaniel"
test_images/4632.jpg,tennis ball
test_images/4709.jpg,"Samoyed, Samoyede"
test_images/2346.jpg,"Saluki, gazelle hound"
test_images/2093.jpg,"Samoyed, Samoyede"
test_images/4447.jpg,Norwich terrier
test_images/324.jpg,Bedlington terrier
test_images/2341.jpg,"pug, pug-dog"
test_images/225.jpg,Bernese mountain dog
test_images/2484.jpg,"three-toed sloth, ai, Bradypus tridactylus"
test_images/1741.jpg,Mexican hairless
test_images/1207.jpg,"Old English sheepdog, bobtail"
test_images/2968.jpg,Border collie
test_images/3518.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/3171.jpg,"Scottish deerhound, deerhound"
test_images/2009.jpg,Weimaraner
test_images/26.jpg,Norfolk terrier
test_images/4007.jpg,keeshond
test_images/3539.jpg,Windsor tie
test_images/1396.jpg,"Cardigan, Cardigan Welsh corgi"
test_images/30.jpg,"Bouvier des Flandres, Bouviers des Flandres"
test_images/513.jpg,Bernese mountain dog
test_images/2417.jpg,Australian terrier
test_images/5065.jpg,"feather boa, boa"
test_images/4495.jpg,"Scotch terrier, Scottish terrier, Scottie"
test_images/1776.jpg,French bulldog
test_images/5949.jpg,Appenzeller
test_images/4947.jpg,Labrador retriever
test_images/273.jpg,English setter
test_images/4257.jpg,keeshond
test_images/2822.jpg,"Walker hound, Walker foxhound"
test_images/1170.jpg,"basset, basset hound"
test_images/2175.jpg,toy terrier
test_images/224.jpg,"dalmatian, coach dog, carriage dog"
test_images/5696.jpg,"bloodhound, sleuthhound"
test_images/4995.jpg,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"
